model,split_type,use_coords,candidate,fold,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_interactions_with_coords,random,True,17,1,0.01,"(8,)",0.01,824,51,0.23446642681656388,0.8770134185627679,0.38807274380183665,0.053105610453430395,0.37894736842105264,0.35294117647058826,0.9663648124191462
MLP_multi_interactions_with_coords,random,True,17,2,0.01,"(8,)",0.01,824,51,0.2646765599018435,0.8513050757172209,0.32909747451635557,0.05444630143512922,0.32098765432098764,0.2549019607843137,0.9780077619663649
MLP_multi_interactions_with_coords,random,True,17,3,0.01,"(8,)",0.01,824,53,0.21449121030013685,0.8974622519149353,0.4351294759563019,0.04879471770550064,0.38095238095238093,0.3018867924528302,0.980544747081712
MLP_multi_interactions_with_coords,random,True,17,4,0.01,"(8,)",0.01,816,48,0.18219592404135304,0.9136149088541667,0.3954737222789121,0.04792787151415819,0.42857142857142855,0.4375,0.9622395833333334
MLP_multi_interactions_with_coords,random,True,17,5,0.01,"(8,)",0.01,816,48,0.20440010699377478,0.8866916232638891,0.3541232720628465,0.05084013028500678,0.4044943820224719,0.375,0.9700520833333334
MLP_multi_interactions_with_coords,random,True,18,1,0.01,"(8,)",0.001,824,51,0.18467496988085302,0.8911929584252848,0.4548721998097446,0.04557402719706271,0.4666666666666667,0.4117647058823529,0.9767141009055628
MLP_multi_interactions_with_coords,random,True,18,2,0.01,"(8,)",0.001,824,51,0.24114681479758202,0.8523704436496462,0.33098041251987353,0.05187838975684115,0.3614457831325301,0.29411764705882354,0.9780077619663649
MLP_multi_interactions_with_coords,random,True,18,3,0.01,"(8,)",0.001,824,53,0.1811158518731678,0.9019406308885789,0.4326318219966864,0.04744692170199879,0.35443037974683544,0.2641509433962264,0.9844357976653697
MLP_multi_interactions_with_coords,random,True,18,4,0.01,"(8,)",0.001,816,48,0.1561318005784833,0.9147949218749999,0.3947517323237776,0.04397765151925013,0.3855421686746988,0.3333333333333333,0.9752604166666666
MLP_multi_interactions_with_coords,random,True,18,5,0.01,"(8,)",0.001,816,48,0.17996227959553182,0.8931206597222223,0.39354277845809077,0.046686495273694534,0.3058823529411765,0.2708333333333333,0.96875
