model,split_type,use_coords,species,candidate,fold,model__C,model__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_with_coords,spatial,True,Egernia mcpheei,3,1,0.1,,103,1,0.04113286805076507,0.9901960784313726,0.5,0.009063912460684912,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,3,2,0.1,,103,2,0.07951005175518079,0.9405940594059405,0.5714285714285714,0.018419263883238442,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,3,3,0.1,,103,1,0.03881734508578265,1.0,1.0,0.008793190361594365,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,3,4,0.1,,102,1,0.042906948380373414,0.9900990099009901,0.5,0.00922123173753928,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,3,5,0.1,,102,1,0.06909958530167154,0.2178217821782178,0.0125,0.01051119797984344,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,4,1,0.1,balanced,103,1,0.31035848555737916,0.9509803921568627,0.16666666666666666,0.09267056421449701,0.15384615384615385,1.0,0.8921568627450981
Logistic_single_with_coords,spatial,True,Egernia mcpheei,4,2,0.1,balanced,103,2,0.37637769903470475,0.8663366336633663,0.16346153846153846,0.12220528402683876,0.1,0.5,0.8316831683168316
Logistic_single_with_coords,spatial,True,Egernia mcpheei,4,3,0.1,balanced,103,1,0.32343472232737325,0.9901960784313726,0.5,0.09520651213586541,0.15384615384615385,1.0,0.8921568627450981
Logistic_single_with_coords,spatial,True,Egernia mcpheei,4,4,0.1,balanced,102,1,0.2966476419575105,1.0,1.0,0.09087186816765525,0.13333333333333333,1.0,0.8712871287128713
Logistic_single_with_coords,spatial,True,Egernia mcpheei,4,5,0.1,balanced,102,1,0.34139379665893427,0.2178217821782178,0.0125,0.09302923719752539,0.0,0.0,0.8910891089108911
Logistic_single_with_coords,spatial,True,Egernia mcpheei,5,1,1.0,,103,1,0.0349003308232009,0.9705882352941176,0.25,0.008826809265231035,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,5,2,1.0,,103,2,0.07169662997488037,0.9207920792079207,0.5555555555555556,0.017348751494250473,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,5,3,1.0,,103,1,0.026454084279869308,1.0,1.0,0.007185029796341615,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,5,4,1.0,,102,1,0.0340701423385287,1.0,1.0,0.008673955418786678,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,5,5,1.0,,102,1,0.11805517583568237,0.20792079207920788,0.012345679012345678,0.01861938006493346,0.0,0.0,0.9900990099009901
Logistic_single_with_coords,spatial,True,Egernia mcpheei,6,1,1.0,balanced,103,1,0.2859475171440126,0.9019607843137255,0.09090909090909091,0.08242787477795972,0.16666666666666666,1.0,0.9019607843137255
Logistic_single_with_coords,spatial,True,Egernia mcpheei,6,2,1.0,balanced,103,2,0.3992345459541846,0.8415841584158416,0.19791666666666666,0.11999941772762364,0.1,0.5,0.8316831683168316
Logistic_single_with_coords,spatial,True,Egernia mcpheei,6,3,1.0,balanced,103,1,0.2852954681408136,0.9901960784313726,0.5,0.08681608449650006,0.14285714285714285,1.0,0.8823529411764706
Logistic_single_with_coords,spatial,True,Egernia mcpheei,6,4,1.0,balanced,102,1,0.23430494874478278,1.0,1.0,0.07675070630087377,0.13333333333333333,1.0,0.8712871287128713
Logistic_single_with_coords,spatial,True,Egernia mcpheei,6,5,1.0,balanced,102,1,0.3897086637513628,0.18811881188118806,0.012048192771084338,0.08079655986223933,0.0,0.0,0.9108910891089109
Logistic_single_with_coords,spatial,True,Egernia mcpheei,7,1,10.0,,103,1,0.036469544587404985,0.9705882352941176,0.25,0.009197793174418193,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,7,2,10.0,,103,2,0.08356908016201503,0.8415841584158416,0.2803030303030303,0.017606301209736705,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,7,3,10.0,,103,1,0.02435491997096222,1.0,1.0,0.006836786166262311,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,7,4,10.0,,102,1,0.03248851625838993,1.0,1.0,0.00859728193595252,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,7,5,10.0,,102,1,0.1837838459829521,0.12871287128712872,0.00980392156862745,0.024791364853375315,0.0,0.0,0.9801980198019802
Logistic_single_with_coords,spatial,True,Egernia mcpheei,8,1,10.0,balanced,103,1,0.2916459668228647,0.8921568627450981,0.08333333333333333,0.07895359286052298,0.0,0.0,0.8921568627450981
Logistic_single_with_coords,spatial,True,Egernia mcpheei,8,2,10.0,balanced,103,2,0.46463427878684815,0.8415841584158417,0.19791666666666666,0.11825171084062151,0.1,0.5,0.8316831683168316
Logistic_single_with_coords,spatial,True,Egernia mcpheei,8,3,10.0,balanced,103,1,0.2977651513022279,0.9901960784313726,0.5,0.09001181166239747,0.15384615384615385,1.0,0.8921568627450981
Logistic_single_with_coords,spatial,True,Egernia mcpheei,8,4,10.0,balanced,102,1,0.213189296678175,0.9801980198019802,0.3333333333333333,0.07047730858999647,0.15384615384615385,1.0,0.8910891089108911
Logistic_single_with_coords,spatial,True,Egernia mcpheei,8,5,10.0,balanced,102,1,0.4077681808091033,0.2722772277227723,0.00980392156862745,0.06146432174815048,0.0,0.0,0.9504950495049505
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,1,1,0.01,,102,0,0.0073875551015173185,,,5.423172374504587e-05,0.0,,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,1,2,0.01,,103,1,0.05657566445653072,0.38235294117647056,0.015625,0.009638343793043791,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,1,3,0.01,,103,1,0.05672446690800452,0.33333333333333337,0.014492753623188406,0.009639783387630609,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,1,4,0.01,,102,0,0.0073028232320505974,,,5.303669595196453e-05,0.0,,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,1,5,0.01,,103,1,0.05723153858104966,0.07843137254901966,0.010526315789473684,0.00964450352476153,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,2,1,0.01,balanced,102,0,0.6072711051283965,,,0.2098350245491251,0.0,,0.6372549019607843
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,2,2,0.01,balanced,103,1,0.5870041158832285,0.5392156862745099,0.020833333333333332,0.20053965566633133,0.0,0.0,0.6666666666666666
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,2,3,0.01,balanced,103,1,0.43179639284813615,0.3137254901960784,0.014084507042253521,0.13402817771538603,0.0,0.0,0.8627450980392157
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,2,4,0.01,balanced,102,0,0.5293380851753801,,,0.1750282913585255,0.0,,0.7450980392156863
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,2,5,0.01,balanced,103,1,0.38429229190705777,0.05882352941176472,0.010309278350515464,0.11222202216186813,0.0,0.0,0.8823529411764706
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,3,1,0.1,,102,0,0.0077515484398722,,,6.327374263578402e-05,0.0,,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,3,2,0.1,,103,1,0.05694842156903832,0.4607843137254902,0.017857142857142856,0.009642609984227113,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,3,3,0.1,,103,1,0.05832790767034726,0.33333333333333337,0.014492753623188406,0.009655421614402745,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,3,4,0.1,,102,0,0.007211339458203258,,,5.644521954108536e-05,0.0,,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,3,5,0.1,,103,1,0.06309743509602955,0.05882352941176472,0.010309278350515464,0.00968730171477094,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,4,1,0.1,balanced,102,0,0.5399596797377711,,,0.1833655375404254,0.0,,0.6862745098039216
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,4,2,0.1,balanced,103,1,0.4546812738618655,0.6372549019607843,0.02631578947368421,0.15418528718231125,0.0,0.0,0.7549019607843137
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,4,3,0.1,balanced,103,1,0.3019389368856519,0.3431372549019608,0.014705882352941176,0.08839350929804111,0.0,0.0,0.9019607843137255
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,4,4,0.1,balanced,102,0,0.3795985445222304,,,0.12310449776365805,0.0,,0.7745098039215687
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,4,5,0.1,balanced,103,1,0.245762950073745,0.0490196078431373,0.01020408163265306,0.06068115119458497,0.0,0.0,0.9215686274509803
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,5,1,1.0,,102,0,0.00855622442073626,,,0.00014048859200818656,0.0,,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,5,2,1.0,,103,1,0.05781514502986812,0.5392156862745099,0.020833333333333332,0.009660808723511088,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,5,3,1.0,,103,1,0.06385890298467521,0.4509803921568627,0.017543859649122806,0.00973675295132609,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,5,4,1.0,,102,0,0.006589937640897463,,,8.511763440130686e-05,0.0,,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,5,5,1.0,,103,1,0.0901380144312504,0.06862745098039214,0.010416666666666666,0.009759091128587487,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,6,1,1.0,balanced,102,0,0.5198799993638663,,,0.1642489471406716,0.0,,0.7745098039215687
Logistic_single_with_coords,spatial,True,Eulamprus murrayi,6,2,1.0,balanced,103,1,0.3779677511724913,0.6568627450980392,0.027777777777777776,0.1262487942692179,0.0,0.0,0.8235294117647058
