model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_no_coords,spatial,False,23,4,1.0,0.03,5,300,0.8,816,45,0.14606391606649038,0.8946245856751692,0.43923839038094287,0.04094417208283115,0.3287671232876712,0.26666666666666666,0.9792477302204928
XGBoost_multi_no_coords,spatial,False,23,5,1.0,0.03,5,300,0.8,824,55,0.1800534056694553,0.8680695117626196,0.3934907784135034,0.04912726420088969,0.3116883116883117,0.21818181818181817,0.9869960988296489
XGBoost_multi_no_coords,spatial,False,24,1,1.0,0.03,5,300,1.0,824,48,0.1619414745817735,0.8599387886597938,0.427710664161936,0.04343797725186387,0.36619718309859156,0.2708333333333333,0.9871134020618557
XGBoost_multi_no_coords,spatial,False,24,2,1.0,0.03,5,300,1.0,824,49,0.16026608627359243,0.8678077682685977,0.4170917210477389,0.043265171764928306,0.16666666666666666,0.10204081632653061,0.9922580645161291
XGBoost_multi_no_coords,spatial,False,24,3,1.0,0.03,5,300,1.0,816,53,0.167266943024161,0.8865698953980068,0.43297343514984027,0.04583800867988719,0.2857142857142857,0.18867924528301888,0.9908256880733946
XGBoost_multi_no_coords,spatial,False,24,4,1.0,0.03,5,300,1.0,816,45,0.15355754754881318,0.8871307104770141,0.395641904482561,0.042934344285231484,0.3380281690140845,0.26666666666666666,0.9818417639429312
XGBoost_multi_no_coords,spatial,False,24,5,1.0,0.03,5,300,1.0,824,55,0.18260283531742275,0.857808251566379,0.4192523316458956,0.04862956730211862,0.28169014084507044,0.18181818181818182,0.9921976592977894
XGBoost_multi_no_coords,spatial,False,25,1,1.0,0.1,3,100,0.8,824,48,0.15835615414231852,0.8686103951890033,0.4305905543548926,0.04261064919984502,0.26666666666666666,0.16666666666666666,0.9948453608247423
XGBoost_multi_no_coords,spatial,False,25,2,1.0,0.1,3,100,0.8,824,49,0.1630994206674492,0.8597761685319288,0.40310934267801385,0.04376288291991901,0.07547169811320754,0.04081632653061224,0.9974193548387097
XGBoost_multi_no_coords,spatial,False,25,3,1.0,0.1,3,100,0.8,816,53,0.1638542869869334,0.8859022231014615,0.4679924460098676,0.04527175874380046,0.1935483870967742,0.11320754716981132,0.9960681520314548
XGBoost_multi_no_coords,spatial,False,25,4,1.0,0.1,3,100,0.8,816,45,0.15059906336184645,0.8922611327280588,0.39441497116422214,0.04162166067638994,0.25396825396825395,0.17777777777777778,0.9870298313878081
XGBoost_multi_no_coords,spatial,False,25,5,1.0,0.1,3,100,0.8,824,55,0.17521721563848658,0.8782953067738504,0.41974751963178103,0.04939239754720227,0.21212121212121213,0.12727272727272726,0.9947984395318595
XGBoost_multi_no_coords,spatial,False,26,1,1.0,0.1,3,100,1.0,824,48,0.1608661918366539,0.8622207903780069,0.4198906304413415,0.043149125845003224,0.23728813559322035,0.14583333333333334,0.9948453608247423
XGBoost_multi_no_coords,spatial,False,26,2,1.0,0.1,3,100,1.0,824,49,0.16287735225998418,0.8655562870309415,0.41915011559522064,0.04391004326648145,0.14545454545454545,0.08163265306122448,0.9974193548387097
