model,split_type,use_coords,species,candidate,fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_single_with_coords,random,True,Cacophis kreftii,20,1,1.0,0.03,3,300,1.0,103,2,0.051633365208951794,0.9702970297029703,0.3333333333333333,0.015900536526381043,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,20,2,1.0,0.03,3,300,1.0,103,3,0.12742800388878078,0.9066666666666666,0.16865079365079366,0.03238114752978282,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,20,3,1.0,0.03,3,300,1.0,102,3,0.12286305786625101,0.8855218855218855,0.4194444444444444,0.027665374614275057,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,20,4,1.0,0.03,3,300,1.0,103,5,0.17807057881513336,0.910204081632653,0.29536019536019537,0.04813273822379712,0.2857142857142857,0.2,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,20,5,1.0,0.03,3,300,1.0,102,3,0.09404209536977072,0.952861952861953,0.2869047619047619,0.03268498118749332,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,21,1,1.0,0.03,5,100,0.8,103,2,0.050527045341525044,0.99009900990099,0.75,0.013638711739231466,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,21,2,1.0,0.03,5,100,0.8,103,3,0.11254087871244657,0.9033333333333333,0.16567460317460317,0.030093444485855457,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,21,3,1.0,0.03,5,100,0.8,102,3,0.11178430657799104,0.9023569023569024,0.26666666666666666,0.0275548068967752,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,21,4,1.0,0.03,5,100,0.8,103,5,0.16518033452125347,0.9020408163265307,0.2283760683760684,0.04650087737615343,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,21,5,1.0,0.03,5,100,0.8,102,3,0.08946864921957648,0.9461279461279462,0.2619047619047619,0.02769552723156827,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,22,1,1.0,0.03,5,100,1.0,103,2,0.0467944343634968,0.9851485148514851,0.5,0.013474370208751304,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,22,2,1.0,0.03,5,100,1.0,103,3,0.11984787519191649,0.8933333333333333,0.1514161220043573,0.03181639801074523,0.0,0.0,0.99
XGBoost_single_with_coords,random,True,Cacophis kreftii,22,3,1.0,0.03,5,100,1.0,102,3,0.12441318557437904,0.8501683501683501,0.23675213675213674,0.027746476621807927,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,22,4,1.0,0.03,5,100,1.0,103,5,0.16878649606372126,0.9020408163265307,0.2283760683760684,0.04866208268917241,0.0,0.0,1.0
