model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_interactions_no_coords,random,False,17,1,1.0,0.03,3,100,0.8,824,51,0.1636234777944214,0.8696446236968267,0.45256030947296894,0.0443596599479998,0.10909090909090909,0.058823529411764705,0.9987063389391979
XGBoost_multi_interactions_no_coords,random,False,17,2,1.0,0.03,3,100,0.8,824,51,0.18379981796805386,0.8288435684752555,0.2780474729021857,0.050678284322973506,0.06557377049180328,0.0392156862745098,0.9896507115135834
XGBoost_multi_interactions_no_coords,random,False,17,3,1.0,0.03,3,100,0.8,824,53,0.17165314993276265,0.8976702640530554,0.38340373544030165,0.048326117810194164,0.03636363636363636,0.018867924528301886,0.9987029831387808
XGBoost_multi_interactions_no_coords,random,False,17,4,1.0,0.03,3,100,0.8,816,48,0.15413286011745864,0.9116889105902778,0.5071589448157737,0.04191248963268553,0.11764705882352941,0.0625,1.0
XGBoost_multi_interactions_no_coords,random,False,17,5,1.0,0.03,3,100,0.8,816,48,0.15455998263373172,0.888332790798611,0.5100114090821362,0.041168283784798074,0.18518518518518517,0.10416666666666667,0.9986979166666666
XGBoost_multi_interactions_no_coords,random,False,18,1,1.0,0.03,3,100,1.0,824,51,0.1690665806971654,0.8543109352408491,0.43568427278344346,0.045668138098395025,0.03773584905660377,0.0196078431372549,0.9987063389391979
XGBoost_multi_interactions_no_coords,random,False,18,2,1.0,0.03,3,100,1.0,824,51,0.18443466468898292,0.833663090074322,0.2759495529997081,0.050920239549500944,0.03571428571428571,0.0196078431372549,0.9948253557567918
XGBoost_multi_interactions_no_coords,random,False,18,3,1.0,0.03,3,100,1.0,824,53,0.16924198336350005,0.9083033551134279,0.39110473395529366,0.048051599471792175,0.0,0.0,0.9987029831387808
XGBoost_multi_interactions_no_coords,random,False,18,4,1.0,0.03,3,100,1.0,816,48,0.15713532241014513,0.9066433376736112,0.4520820964548649,0.0427937933252785,0.11538461538461539,0.0625,0.9986979166666666
XGBoost_multi_interactions_no_coords,random,False,18,5,1.0,0.03,3,100,1.0,816,48,0.15913859674470185,0.8785536024305556,0.4711747809985122,0.04251859012179287,0.15384615384615385,0.08333333333333333,1.0
XGBoost_multi_interactions_no_coords,random,False,19,1,1.0,0.03,3,300,0.8,824,51,0.15924111566678747,0.8739060954265278,0.44940606939536815,0.042949054757153986,0.30303030303030304,0.19607843137254902,0.9935316946959897
XGBoost_multi_interactions_no_coords,random,False,19,2,1.0,0.03,3,300,0.8,824,51,0.18281609812620345,0.8392055399132486,0.3073368649027091,0.05028850987684792,0.3076923076923077,0.23529411764705882,0.9805950840879689
XGBoost_multi_interactions_no_coords,random,False,19,3,1.0,0.03,3,300,0.8,824,53,0.1661699601933377,0.9031397596848005,0.3865174177335178,0.04772603649200512,0.21212121212121213,0.1320754716981132,0.9922178988326849
XGBoost_multi_interactions_no_coords,random,False,19,4,1.0,0.03,3,300,0.8,816,48,0.1435652090543676,0.9137505425347222,0.5111548391212747,0.03958663190618015,0.3880597014925373,0.2708333333333333,0.9921875
XGBoost_multi_interactions_no_coords,random,False,19,5,1.0,0.03,3,300,0.8,816,48,0.14586875724619752,0.8899197048611112,0.5272472159480447,0.038951117678312136,0.463768115942029,0.3333333333333333,0.9934895833333334
XGBoost_multi_interactions_no_coords,random,False,20,1,1.0,0.03,3,300,1.0,824,51,0.16619717735837236,0.8569743550719122,0.41431570465068723,0.04461905416490025,0.19672131147540983,0.11764705882352941,0.9948253557567918
XGBoost_multi_interactions_no_coords,random,False,20,2,1.0,0.03,3,300,1.0,824,51,0.18165486986157378,0.8405752986835096,0.29856537414690837,0.050417779049243876,0.24324324324324326,0.17647058823529413,0.981888745148771
XGBoost_multi_interactions_no_coords,random,False,20,3,1.0,0.03,3,300,1.0,824,53,0.16441269893150892,0.9070675182928322,0.40275532796815255,0.047528707864885396,0.24242424242424243,0.1509433962264151,0.993514915693904
XGBoost_multi_interactions_no_coords,random,False,20,4,1.0,0.03,3,300,1.0,816,48,0.14680488657216537,0.9099663628472222,0.5054072588936976,0.040117009972305266,0.26666666666666666,0.16666666666666666,0.9947916666666666
XGBoost_multi_interactions_no_coords,random,False,20,5,1.0,0.03,3,300,1.0,816,48,0.14983940757214134,0.8877766927083334,0.5219213723136212,0.04016202063712742,0.4,0.2708333333333333,0.9947916666666666
